,asin,title,description,also_buy,also_view,brand,Category1,Category2,Category3,Category4,avg_rating
222,B00W412DJ4,VIMVIP LG G PAD 7.0 Glass Screen Protector Anti-Bubble Ultra HD - Extreme Clarity &amp; Touch Responsive with Lifetime Replacements Warranty (G Pad 7),"[""<b>VIMVIP LG G PAD 7.0 Screen Protector [Tempered Glass Screen Protector] 0.3mm Thickness Tempered Glass Screen Protector </b> <br> <br> Tempered Glass provides your device with the best surface protection without sacrificing the responsiveness of touchscreen. Despite its slim 0.3 mm glass base thickness, this transparent tempered glass is nearly impossible to scratch or penetrate thanks to its rating of 8-9H hardness, while its oleophobic coating offers resistance against smudges and fingerprints. <br> <br> <b>Crystalline = Undisputed Clarity</b> <br> VIMVIP ShatterProof Crystalline Glass Screen Protectors are the CLEAREST PROTECTION AVAILABLE for your Smartphone Display. You won't even notice you have a screen protector! <br> <br> <b>Rounded Borders</b> <br> The edges of the VIMVIP Glass Screen Protection are tapered to be chip resistant and more durable. <b>Package Includes: </b> <br> 1 x VIMVIP for LG G PAD 7.0 Tablet Premium ShatterProof Crystalline Glass Screen Protector""]","B06XRJ4GGF,B01D4GH1AI,B01MYAWYAC,B00NYAYOZA",,VIMVIP,Cell Phones & Accessories,Accessories,,,0.814975
223,B00W4QJUU4,"Motorola Moto E (2nd Generation, 2015) Case, Moto E 2nd Gen Case, Style4U Moto E 2 Dual Layer Hybrid Armor Protective Case Cover for Motorola Moto E (2nd Generation) with 1 Style4U Stylus [Green]","['<b>Introducing Style4U Slim Fit Hybrid Armor Protective Case for Motorola Moto E 2nd Generation</b><br><br> <b>Dual Layer Protection</b><br> This sturdy form fitted case is constructed from high quality polycarbonate (PC) and soft silicone skin to provide maximum protection. It will protect your phone from bumps, drops and other mishaps.<br><br> <b>Secure Release Points</b><br>Installation and removal is made easy with material free corners. Each of the 4 points relieves the perfect amount of tension for a simple removal and a secure fit. <b>Sit It Down Anyway Anyside</b><br>Protruding borders keeps screen elevated when device is placed with screen facing surface.<br><br> <b>Combo Pack</b><br> Our packaging includes 1 Case and 1 Style4U Stylus <br><br>', '<i><b>We provide warranties for our products. If for any reason you are not satisfied with any product by Style4U, please do not hesitate to contact us, we will do our best to resolve your issue quickly and efficiently!</b></i>']",,,Style4U,Cell Phones & Accessories,Accessories,Accessory Kits,,0.799175
224,B00WG7FSYI,"MOTO E LTE CASE iWIRE&amp;reg Blue Armor Shock Proof Heavy Duty Stand Cases with Swivel Belt Clip Cover for Motorola Moto E LTE 2nd Generation (Sprint, Boost Mobile, Cricket,Virgin Mobile,Verizon) + iWIRE&amp;reg Touch Screen Pen","['<b>Suitable ONLY MOTOROLA MOTO E LTE 2nd Generation Release 2015, do NOT fit any other MOTOROLA phone </b>', '<b>iWIRE&reg</b> Brand case keeps your phone clean and scratch-free along with extra protection from drops or other potential accidents. Your phone remains fully functional while in the case with access to all the phone features such as top and side buttons, charger port and dock connectors, headset jack, camera and speakers. If you are in the market for a heavy duty stylish case that offer maximum protection for your new cell phone, then <b>iWIRE&reg</b> is the right choice for you.', 'Protect your cell phone with this Rugged Armor Hybrid case with kickstand combination.<br>This case comes with?<b>TWO LAYERS OF PROTECTION</b>:?']",,,iWIRE&reg,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Holsters,,0.799175
225,B00WI4LO8I,OtterBox Defender Case for LG G4 - Retail Packaging - Black,"[""The Defender Series case provides heavy duty protection against drops, dust and damage without taking away from the usability of your phone's features. The Defender Series case offers triple-layer protection and is built from a high-impact polycarbonate shell, durable silicone slipcover and a built-in screen protector, making it one of the toughest cases on the market. Why else do you think we called it the Defender Series?""]","B00X0X32RW,B01I1N7IGG,B01DW2XLGM,B00X0X2ZCA,B017AKLO4S,B015EOD9KO,B01774WPQ8,B00XMGSVKK,B01N6V9OYV,B013XQZ39U,B01KA0BSZ0,B01N9P1713,B015S551MI,B00XMGTUDM,B074SK9HH8,B0753Q8WQH,B00Z7S353E,B00Z7SACOE,B07CX5K4V7,B010FIK6R8,B00XMGU35Q,B00X0X2WFA,B00XMGUD6U,B07DW64CJ6,B01ECZTYBY,B00X0X32WM,B00XMGSDRQ,B01DXUH0CO,B00WY8AK8S,B078PDRMLY,B00X0X2ZSY,B00X0X2ZMK,B00XVLY434,B011CF6STS,B00X0X37G8,B00TYTBFSO,B01MR4OLO3,B00XJS2O0E,B01BW6QEMI,B00X0X2ZOI,B01DW2XMYS,B011JA0P2W,B00KOIGYS0,B078HGFT12,B00WSZ3B74,B00Z7RQB7M",,OtterBox,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.781475
226,B00WPZ5VIO,Battery Glue Adhesive Tape Stripe Replacement for Iphone 6 4.7'' 3pcs/lot,"['3x battery glue \n<br>1x Clean Wiper with ""E-REPAIR"" LOGO \n<br>Compatible with iPhone 6 (4.7\'\') \n<br> \n<br>This is replacement battery tape comes with adhesive, its stripe is used to remove battery when you disassemble iphone 6.']","B01ELFVFHQ,B01BJWXETQ,B013HU4ETC,B072XHTXVL,B00WPZQNTA,B074Y6VF4H,B076BD91RY,B00X60B0GY,B00XJQ2A3W,B01F34LBHS,B00XZB3WKQ,B00WPYLR5G,B00XHWWXYO,B071ZB4X7S,B0741GB18B,B07DR75737,B07D2HDJVN,B0787NXGXJ,B00PUBT1FO,B01EL4ANUW,B072XFHWM3,B06W9HKP5V,B01LZVIIFL,B014AJVYII,B073TR8KCR,B01EL1SSLG,B076R91R9K,B074XTX65W,B01H01ED7W,B01G55ONF6,B073W7YBJH,B01M0CTOAC,B079FYKKNX,B018VNHSS4,B018Q9IUBW,B07BHL5DWL,B01N6RBWOI,B00WSW9WHK,B01M7S0TOC,B01DE5P9BW,B07HC9FGRS,B06ZZ5RW65,B01ETBKX5M,B0160MOVME,B07DWN3TG9,B00XNA80Z6,B07BWD5N8Z,B072XDK8B5,B00QZNU4EI,B01ETCBZXA,B07DBZL9HB,B00XSY48Z8,B00PUC5G16,B01F30BWUI,B01H05Z8S6,B01HPXAB4O,B07JH5H7BZ,B01IWBVZM0,B07GWL665K,B01EFG8AHO,B07B75WJZP,B00VHOE3RE,B07FQM83NY,B01ELCQAPQ,B0731CP42T,B01EFG8AHE,B01CMFTOTS,B06XDN4M1L,B07FMZZKLW,B01M5I6JVQ,B07DC2GMZG",,E-REPAIR,Cell Phones & Accessories,Accessories,Replacement Parts,,0.8163
227,B00WT8NW3S,"Galaxy S6 Edge Case, Evocel [New Generation] Dual Layer Rugged Holster Case with Kickstand &amp; Belt Clip for Samsung Galaxy S6 Edge SM-G925 (Does NOT fit S6 Edge Plus - S6 Edge only), Black","['<b>Evocel Galaxy S6 Edge Phone Case [Belt Clip Holster] [Kickstand] [Dual Layer]</b>', 'Experience the New Generation difference by Evocel. This phone case offers rugged dual layer protection with a shock-absorbing silicone inner core and an impact-resistant polycarbonate outer shell. The New Generation series is a reliable and highly-protective case made to precisely fit your device.', 'Available colors: Black, Blue, Red, Pink, Green, Yellow', 'Compatible with the following models only: Samsung Galaxy S6 Edge SM-G925 (DOES NOT fit S6 Edge Plus - S6 Edge only)']","B013RXMQBM,B01CCS8G9Y,B00TKWEUA0,B01KVUXEFQ,B01GO63Z50,B06XYTCHKQ,B00WA92Z0M,B015ST6I8K,B079FMN4KL,B0747KV375,B07DXNLGGY,B00XWX0DJK,B01BWFDMEW,B0183YIV3C,B0768YRX5F,B00UZJY570,B013D7DSAA,B01N130O1T,B073LYBY4H,B01CCTGPZK,B01N1EL1FL,B00IPGW3LK,B013VRT0JU","B015ST6I8K,B074MQL7WK,B01BWFDMEW,B07GGV7YLL,B00WRMUPW2,B0183YIV3C,B00UZJY570,B00WRMUIXI,B00PCSYQCI,B00X0X3EQ6,B00Z7SBDC4,B013D7DSAA,B013RXMQBM,B00XWX0DJK,B011ERMDEI,B07C9XHF6T,B07BV9DJPY,B00Z7SB4GO,B06W2GWMLX,B07BVCHDYB,B014J680Z2,B00WRMU59A,B01MTMS9R6,B06W2GWN1C,B06XRTWFK2,B019Q5BP0I,B07BV9D335,B00XIEEK5G,B07HPCXHP7,B00T6P05ZK,B00Z7SAX16,B00XWX0FPW,B07G25CF8P,B011ERMDG6,B00X0X3AOM,B01MTMS9V8,B0747KV375,B01N2G3UJW,B0187QVFFW,B0128WDHOS,B01350NB1Q,B01151PD3Q,B013TYDJI8,B00TSUW4P2,B01GO42SAU,B00W4QL3PE,B014J6CVOS,B018130YJ4,B012A767AM,B077MBSXRS,B0181311WI,B013C6EZO0,B00TR5YVWM,B00XWX0HKU",Evocel,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Holsters,,0.799175
228,B00WT9IJVW,"Moto E (2nd Gen) Case, Evocel Dual Layer Armor Protector Case For Motorola Moto E2 (2nd Generation / 2015 Release) (Cricket / Boost Mobile / Sprint / Verizon / Virgin Mobile) - Slate",[],B013D2EP5W,,Evocel,Cell Phones & Accessories,,,,0.441375
229,B00WT9J2AE,"Moto E (2nd Gen) Case, Evocel Dual Layer Armor Protector Case For Motorola Moto E2 (2nd Generation / 2015 Release) (Cricket / Boost Mobile / Sprint / Verizon / Virgin Mobile) - Snow",[],B01GINKZ70,,Evocel,Cell Phones & Accessories,,,,0.786525
230,B00WUKJNPQ,"LG G4 Case, Incipio [Shock Absorbing] DualPro Case for LG G4-Black/Black","[""Defend your device with the fan favorite two-piece DualPro Case. The impact resistant Plextonium polycarbonate frame with a shock absorbing dLAST TPE inner core is perfect for everyday use. The two layers of interlocking defense work together to protect your device from heavy wear and tear with excellent impact protection. The DualPro Case's slim outer shell features a comfortable soft-touch finish for added comfort.""]","B01N017PCB,B015EOD9KO,B01DW2XLGM,B01KA0BSZ0,B013XQZ39U,B017AKLO4S,B00WUKJNLK,B015S551MI,B01N9P1713,B01G8LN88U,B00WUKJNOM,B01I1N7IGG,B01MREYRI0,B00T8J8V5U,B01ECZTYBY,B00XVLXVRY,B06XDNYDJJ,B00WUKJXTW,B078PDRMLY,B00XVLY434,B00XMGTUDM,B00X0X32RW,B01M65JCR7,B00XMGUD6U,B01MQSWF2A,B0713WH1Y9,B0167IBEJY,B00XJS2O0E,B01BW6QEMI,B00WSZ3B74,B011JA0P2W,B01DW2XMYS,B01CQCLQAC",,Incipio,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.886
231,B00WUKJNOM,"LG G4 Case, Incipio [Shock Absorbing] DualPro Case for LG G4-Light Blue/Charcoal","[""Defend your device with the fan favorite two-piece DualPro Case. The impact resistant Plextonium polycarbonate frame with a shock absorbing dLAST TPE inner core is perfect for everyday use. The two layers of interlocking defense work together to protect your device from heavy wear and tear with excellent impact protection. The DualPro Case's slim outer shell features a comfortable soft-touch finish for added comfort.""]","B01KA0BSZ0,B00WUKJNLK,B00XVLY434,B017AKLO4S,B01N017PCB,B00WUKJYCS,B06XDNYDJJ,B00WUKJY3W,B0167IBEJY,B01BW6QEMI,B00WUKJNPQ,B00XJS2O0E,B01DW2XMYS",,Incipio,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.77825
232,B00WUKJXWE,"LG G4 Case, Incipio [Clear] Octane Case for LG G4-Frost/Neon Green","[""Incipio's impact absorbing Octane Case is precision engineered with a rigid Plextonium polycarbonate back shell and a shock absorbent TPU textured bumper. Finished with a smooth back and contrasting colorful bumper, the Octane Case takes protection to the next level.""]","B01N017PCB,B00XJS2O0E","B00X0X37P4,B00WUKJNPQ,B00WSZ3B74,B00WSZ3AT8,B00YBYNQZM,B00X0X2ZOI,B00X0X37PE,B00WSZ3B24,B077XS1RDQ,B07B6RYJYT,B00X0X2ZCA,B00WSZ3AE8,B01BIKAU96,B077XQQ8BP,B07B6SFDCX,B00X0X32RW,B01EZ9TH32,B00XIOPJJW,B00YBYNWLK,B00WNIKU5M,B00XK7HWY2,B01EZ9TG9M,B00VY3XERI,B0793NYV59,B00X0X32P4,B071RPK35F,B00ZHL0LB0,B01BIKASBQ,B00WDUF99C,B00X0X2ZSY,B00VY4R4AA,B00X0X37G8,B01M360LUS,B00VY3XEZ0,B01DW2XMYS,B078HCBHCR,B015EOD9KO,B0791VS3N9",Incipio,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.7377
233,B00WXVPNU6,"G4 Screen Protector, Tech Armor High Definition HD-Clear LG G4 Film Screen Protector [3-Pack]","['. WHY SHOULD YOU BUY TECHARMOR SCREEN PROTECTORS . PRESERVE YOUR INVESTMENT AND MAXIMIZE RESALE VALUE . DID YOU KNOW a screen full of scratches will lower your RESALE VALUE . The Tech Armor HD Clear screen protector is the best quality, best reviewed, crystal clear screen protector available online and pays for itself as your first line of line of defense against scratches that reduce the resale value of your G4. You may be able to pay for an entire upgrade fee and get a new phone just by keeping your screen in its original, flawless condition with a Tech Armor HD Clear screen protector. HD Clear will complement the visuals of your LG HD display and TruTouch technology provides touch accuracy. We put countless hours into selecting only the highest quality Japanese PET material available on the market. No detail has been overlooked with this Best In Class product from Tech Armor, industry leader in screen protection. If you only accept the BEST for your G4, look no further: BEST Protection from Scratches. BEST Way to Maximize RESALE VALUE . BEST No Bubble Installation. BEST Touchscreen Accuracy. BEST No Hassle Replacement Program. COMPATIBILITY: LG G4, All Carriers, All Models. The TECH ARMOR HD Clear Screen Protector Kit Includes: Three (3) Screen Protectors, Installation Instructions, Smoothing Card, Microfiber Cloth, Dust Removal Tape, Retail Packaging, and The Tech Armor Limited Lifetime Replacements.']","B00X0X32RW,B01BW6QEMI",B01BW6QEMI,Tech Armor,Cell Phones & Accessories,Accessories,Screen Protectors,,0.798325
234,B00WYX8G66,Case-Mate CM032657 Naked Tough Case for LG G4 - Retail Packaging - Clear/Clear,"['Case-Mate Naked Tough Case for LG G4 (Clear/Clear) The Case-Mate Naked Tough Case (Clear/Clear) is designed for maximum protection for your LG G4. The dual layers form together to guard against any fumbles. The ABS plastic hard shell wraps around the interior bumper for extra protection, as well as providing an easy-to-hold grip. The Naked Tough Case provides dual layers of tough protection for your LG G4. Compatible with: LG: G4;']",,"B00V51QOXA,B00WSZ3B74,B013V34GNE,B0793MRQY9,B00WUKJNPQ,B00YBYNQZM,B017AEDAAK,B00X0X37P4,B00WUKJXTW,B0140KHO1I,B00WNIKU5M,B01BW6QEMI,B00X0X2ZCA",Case-Mate,Cell Phones & Accessories,Accessories,,,0.8745
235,B00X0X37G8,OtterBox Symmetry Case for LG G4 - Retail Packaging - Dark Deep Water Blue/Slate Grey (Not Compatible with Leather LG G4),"['Symmetry Series is the culmination of over a year of design, testing and innovation. This sleek, cleanly constructed protective smartphone case is simple to install in its one-piece form. But dont let its elegant simplicity fool you - the dual-material construction makes Symmetry Series one of the slimmest, most protective cases in its class. The raised beveled edge helps keep the touch screen safe, while the internal material and honeycomb coring help protect the device from drops and shock. A full spectrum of wraparound colors and graphics on the sleek polycarbonate exterior add seamless style to complete your entire look. The slender, simple Symmetry Series has the style you want with the protection you need.']","B01N017PCB,B00X0X2ZCA,B01DW2XLGM,B00X0X37P4,B01KA0BSZ0,B00X0X32WM,B017AKLO4S,B015EOD9KO,B015S551MI,B01N9P1713,B074SK9HH8,B00X0X32RW,B00XMGTUDM,B00ZHW0XT4,B00XMGSVKK,B011JA0P2W,B00X0X32P4,B00XMGTFZA,B013XQZ39U,B00WI4LO8I,B01CS5EDLG,B00XVLXVRY,B011CF6STS,B077XQQ8BP,B01DISGAIG,B011B8WUKM,B00XMGUD6U,B00X0X2ZSY,B01M65JCR7,B00X0X2ZMK,B01EZ2UVGG,B01DXUH0CO,B00Z7T5L12,B00NFGKIIA,B01DM2VRGS,B01MS2QU13,B072QWLXL8,B01BW6QEMI,B00XJS2O0E,B01DW2XMYS,B00X0X2ZOI,B00WSZ3B74","B00X0X2ZOI,B00X0X2ZCA,B00X0X37P4,B00X0X32RW,B00WSZ3B74,B07CX5K4V7,B00WSZ3AT8,B00YBYNQZM,B07B6SFDCX,B00WSZ3B24,B077XQQ8BP,B07B6RYJYT,B01CS5EDLG,B077XS1RDQ,B01GFWEZJ8,B00WSZ3AE8,B00YBYNWLK,B00X0X32P4,B077XQQ49D,B00X0X32WM,B00WI4LO8I,B01GUE2K8E,B00X0X2ZSY,B01BW6QEMI,B0793MRQY9,B01GFWEWVE,B01GFWEVT2,B07B6SRWSQ,B00VY3XERI,B00ZHL0LB0,B00X0X35CE,B0793NYV59,B00XJS2O0E,B00XDNFFCE,B07CJRYXBJ,B01F8NRI80,B01LW8GF5B,B079GHHGZL,B077GKL4QJ,B01N6V9OYV,B0125LY89K,B01GFWEY8K,B01NBHKJJA,B00WNIKU5M,B01DW2XMYS,B01N144A5Y,B00WUKJYCS,B01F2JCKW4,B01LW751M9,B00UMDOHRC,B01M360LUS,B00WY8AK8S,B00X0X2WFA,B015EOD9KO,B01EZ9TH32",OtterBox,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.7697
236,B00X0X46JU,TRIDENT Cyclops Series Cell Phone Case for LG G4 - Retail Packaging - Blue,"['The LG G4 Cyclops Series Case provides full protection in every dimension for your smartphone. Fused TPE and polycarbonate provide both hard and soft protection, and the inner lining provides extra padding. Phones often ride in the same pocket or purse as keys and other objects that can scratch screens, but the built-in scratch-resistant screen protector keeps it pristine.']",,,Trident,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.870575
237,B00X0X2ZMK,OtterBox Defender Case for LG G4 - Retail Packaging - Sleet Grey/Dark Deep Water Blue,"[""The Defender Series case provides heavy duty protection against drops, dust and damage without taking away from the usability of your phone's features. The Defender Series case offers triple-layer protection and is built from a high-impact polycarbonate shell, durable silicone slipcover and a built-in screen protector, making it one of the toughest cases on the market. Why else do you think we called it the Defender Series?""]","B00X0X2ZCA,B00WI4LO8I,B01KA0BSZ0,B01DW2XLGM,B01774WPQ8,B017AKLO4S,B00X0X2ZSY,B015S551MI,B00Z7S353E,B00X0X32RW,B00XMGTUDM,B01N017PCB,B01N6V9OYV,B07FZ61HMH,B00X0X37G8,B01N9P1713,B013XQZ39U,B00XJS2O0E,B00X0X2ZOI,B01MR4OLO3,B01BW6QEMI,B011JA0P2W",,OtterBox,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.7064
238,B00X0X32WM,OtterBox Symmetry Case for LG G4 - Black,['OtterBox Symmetry Case for LG G4 - Black'],"B01KA0BSZ0,B01I1N7IGG,B015EOD9KO,B01N017PCB,B00X0X37P4,B00X0X37G8,B01DW2XLGM,B074SK9HH8,B00XVLY434,B00WI4LO8I,B00ZHW0XT4,B00X0X37PE,B01N9P1713,B00X0X32RW,B013XQZ39U,B017AKLO4S,B016MEXD60,B00X0X2ZCA,B00Z7S3YEY,B011JA0P2W,B011CF6STS,B015S551MI,B01M65JCR7,B01N6V9OYV,B00XMGTUDM,B00Y2P8QHI,B072W2QBZG,B01774WPQ8,B01DISGAIG,B01CS5EDLG,B00XMGSVKK,B00XVLXVRY,B00XMGUD6U,B01372LLI2,B01BW6QEMI,B00XJS2O0E,B01DW2XMYS,B00WSZ3B74,B00X0X2ZOI,B00Z7S0E5G",,OtterBox,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.8030999999999999
239,B00X0X3AKG,OtterBox Symmetry Case for LG G4 - Retail Packaging - White/Gunmetal Grey (Not Compatible with Leather LG G4),"['Symmetry Series is the culmination of over a year of design, testing and innovation. This sleek, cleanly constructed protective smartphone case is simple to install in its one-piece form. But dont let its elegant simplicity fool you - the dual-material construction makes Symmetry Series one of the slimmest, most protective cases in its class. The raised beveled edge helps keep the touch screen safe, while the internal material and honeycomb coring help protect the device from drops and shock. A full spectrum of wraparound colors and graphics on the sleek polycarbonate exterior add seamless style to complete your entire look. The slender, simple Symmetry Series has the style you want with the protection you need.']","B01N017PCB,B074SK9HH8,B01KA0BSZ0,B015EOD9KO,B00XMGTUDM,B017AKLO4S,B00X0X2ZCA,B01I1N7IGG,B00XMGTFZA,B00X0X37PE,B015S551MI,B00XMGSVKK,B07KLQC3NC,B00T8J8V5U,B01DW2XLGM,B011B8WUKM,B07GLKKX3B,B07HMWBGJG,B00XMGUD6U,B06XD2JZ1P,B00X0X32RW,B00X0X32P4,B011CF6STS,B013XQZ39U,B078PDRMLY,B015ASVNU2,B07FB5R2D3,B00Z7S3YEY,B01N9P1713,B00Y2P8QHI,B072W2QBZG,B016DTFN58,B07GF182NP,B00XVLY434,B00YBYNWLK,B01D0HY6XQ,B07BBWCC1Y,B00X0X32WM,B00Z7S0OTW,B010SSMABA,B07CHZ8S29,B00V51QOXA,B011POFXE2,B01M34LRF5,B00WNIKU5M,B00X0X37G8,B013V34GNE,B014228XW8,B01MXGUJYN,B00ZHL0LB0,B07B6RYJYT,B01BE23OHI,B01G8LN88U,B010IIQIHM,B01MS2QU13,B07D75WN46,B072L73W1H,B014K9CAHC,B01CS5EDLG,B079GHHGZL,B0793MRQY9,B077XQQ8BP,B06XGY6MTX,B06X9L5W9B,B07794VK9P,B01N9P860N,B079GVC5B8,B00Z7T5L12,B06XX29S9Q,B01BW6QEMI,B00XJS2O0E,B00X0X2ZOI,B011JA0P2W,B01DW2XMYS,B00WSZ3B74,B07B6SFDCX,B078HGFT12,B00Z7SCBFC,B079GJ8478,B071942Q2N",,OtterBox,Cell Phones & Accessories,"Cases, Holsters & Sleeves",Basic Cases,,0.826025
240,B00X6SQZHU,ZTR OEM White LCD Display Touch Digitizer Screen Assembly Replacement for iPhone 6 4.7 inch,"['High Quality LCD Touch Screen Digitizer Glass Assembly for iPhone 6.Splecialist in iPhone screen business for years.Replacement Accessory is the best.<br><br> Features:<br><br> * iPhone 6 Outer Glass+LCD Screen+Touch Digitizer Panel Preassembled.<br> * Replace&repair faulty screen: display problems, dead pixels, cracked LCD screens, wrong color issues.<br> * Each screen is tested before shipping.<br><br> </b><p style=""color: #FF4500""><b>Compatible with:iPhone 6 Only(not 6 plus)</b>']","B00WUAEFW2,B012V0CTPU","B00WUAEFW2,B012V0CYLE,B07BS7DWG2,B01G3R4ZRM,B01G3R4ZNQ,B076H48LKR",ZTR,Cell Phones & Accessories,Accessories,Replacement Parts,,0.806475
241,B00X7ECUEU,"S6 Case, Lumsing&trade; Fashion Luxury Hard Soft Heavy Duty Rugged Shockproof Luxury Armor Defender Slim Protective Rubber Bumper Case Cover For Samsung Galaxy S6 (Gold/Gold)","['Lumsing(TM) has always devoted itself to providing fashion and superior products with the end-users, so that you could enjoy the leisure shopping experience at the same time. Moreover, we have been working hard to seek out various funny products together with unique customer service, to make the customers gain more happiness. <br> <br> <b>Product Features: </b> <br> 1. Perfectly fashionably design For Samsung Galaxy S6 case ,easy to install,protect your beloved phone from damage <br> 2. Dual Layer Protection: Hard Plastic outside + Silicone inside <br> 3. Rugged protective Samsung Galaxy S6 case with advanced 2 in 1 drop protection design <br> 4. Designed for Heavy duty users <br> 5.Nice design and slim look. It provides good protection for your Samsung Galaxy without being too bulky. <br> <b>Compatible </b> <br>Samsung Galaxy S6 <br> <br> <b>Package included </b> <br> 1 x Lumsing case For Samsung Galaxy S6 <br><br> Accessory only. Phone not included. <br> <br> <b>This product is sold exclusively by ATC LLC. Only buy from ATC LLC to get genuine Lumsing(TM) products with manufacturer warranty and superb customer service.<b><br></b></b>']",,,Lumsing,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.88975
242,B00X97QISE,LAVEVA Compatible for iPhone 7 Plus Screen Replacement Full Set of Repair Tools,"['<b>Product information:</b> <br> 1.LCD Digitizer with no bubbles already pre assembly <br> 2. All parts are factory assembled. <br> 3. It is used to repair Faulty LCD Digitizer (,Damaged, Cracked, Dead pixel(s), Wrong color issues, Not Recognized touch) <br> <b>4. Each screen is tested before shipping and 100% working.</b> <br> <b>5,we promised 1 Year Warranty, Any problems,pls contact us firstly before leave negative feedback or claim A-TO-Z.We would love to resolve the issue for you!</b> <br> <b>Package include: </b> <br> 1x Black Assembly LCD Digitizer for 5.5"" iPhone 6 Plus <br> 1x repair Tool kits <br> Instructions not supplied as part of the auction. <br> We are not responsible for any damage caused by installation of this accessory. <br> We suggest you are familiar or seek a professional for dismantling your device, or otherwise you may damage or break your device. <br> <br>1. we suggest our customers can check and test our screen replacement before install it.</br><br>2. Before installing this screen replacement, our customers must to turn off their phone, take off the battery, then a professional must install it.</br>']",,,LAVEVA,Cell Phones & Accessories,Accessories,Replacement Parts,,0.806475
243,B00XHGI27C,Speck Products CandyShell Grip Case for LG G4 - Frustration-Free Packaging - Deep Sea Blue/Lipstick Pink,"[""Sharp shooter looking for LG G4 cases? CandyShell Grip is the case for you. Taking our patented CandyShell protection and adding no-slip grips, this sleek case is perfect for getting the shot. CandyShell Grip's ridges run along the back and sides for a hold that's ideal for snapping pictures, plus one-handed and two-handed texting, gaming, shooting video and more.""]","B00T8J8V5U,B01BW6QEMI,B00XJS2O0E","B00X0X32P4,B00X0X2ZOI",Speck,Cell Phones & Accessories,"Cases, Holsters & Sleeves",,,0.781625
